	,name,taxRank,taxID,environment,sampleID,mappingTool
49	49,Prevotella intermedia,species,28131,gut,mga0ja86,centrifuge
50	50,Prevotella melaninogenica,species,28132,gut,mga0ja86,centrifuge
51	51,Ornithobacterium rhinotracheale,species,28251,gut,mga0ja86,centrifuge
52	52,Salmonella enterica,species,28901,gut,mga0ja86,centrifuge
53	53,[Eubacterium] eligens,species,39485,gut,mga0ja86,centrifuge
54	54,[Eubacterium] hallii,species,39488,gut,mga0ja86,centrifuge
55	55,[Eubacterium] rectale,species,39491,gut,mga0ja86,centrifuge
56	56,Dialister pneumosintes,species,39950,gut,mga0ja86,centrifuge
57	57,Stenotrophomonas maltophilia,species,40324,gut,mga0ja86,centrifuge
58	58,Butyrivibrio proteoclasticus,species,43305,gut,mga0ja86,centrifuge
59	59,Bacteroides caccae,species,47678,gut,mga0ja86,centrifuge
60	60,Prevotella dentalis,species,52227,gut,mga0ja86,centrifuge
61	61,Collinsella aerofaciens,species,74426,gut,mga0ja86,centrifuge
62	62,Prevotella enoeca,species,76123,gut,mga0ja86,centrifuge
63	63,Streptococcus constellatus,species,76860,gut,mga0ja86,centrifuge
64	64,[Clostridium] saccharolyticum,species,84030,gut,mga0ja86,centrifuge
65	65,Eggerthella lenta,species,84112,gut,mga0ja86,centrifuge
66	66,Achromobacter xylosoxidans,species,85698,gut,mga0ja86,centrifuge
67	67,Butyrivibrio hungatei,species,185008,gut,mga0ja86,centrifuge
68	68,Paludibacter propionicigenes,species,185300,gut,mga0ja86,centrifuge
69	69,Acidaminococcus intestini,species,187327,gut,mga0ja86,centrifuge
70	70,[Clostridium] bolteae,species,208479,gut,mga0ja86,centrifuge
71	71,Escherichia albertii,species,208962,gut,mga0ja86,centrifuge
72	72,Alistipes finegoldii,species,214856,gut,mga0ja86,centrifuge
73	73,Bifidobacterium longum,species,216816,gut,mga0ja86,centrifuge
74	74,Bacteroides cellulosilyticus,species,246787,gut,mga0ja86,centrifuge
75	75,Ethanoligenens harbinense,species,253239,gut,mga0ja86,centrifuge
76	76,Fictibacillus arsenicus,species,255247,gut,mga0ja86,centrifuge
77	77,Bacteroides helcogenes,species,290053,gut,mga0ja86,centrifuge
78	78,Flavonifractor plautii,species,292800,gut,mga0ja86,centrifuge
79	79,Roseburia hominis,species,301301,gut,mga0ja86,centrifuge
80	80,Capnocytophaga leadbetteri,species,327575,gut,mga0ja86,centrifuge
81	81,Oscillibacter valericigenes,species,351091,gut,mga0ja86,centrifuge
82	82,Bacteroides dorei,species,357276,gut,mga0ja86,centrifuge
83	83,Bacteroides salanitronis,species,376805,gut,mga0ja86,centrifuge
84	84,Barnesiella viscericola,species,397865,gut,mga0ja86,centrifuge
85	85,Pontibacter korlensis,species,400092,gut,mga0ja86,centrifuge
86	86,Adlercreutzia equolifaciens,species,446660,gut,mga0ja86,centrifuge
87	87,Burkholderia lata,species,482957,gut,mga0ja86,centrifuge
88	88,Prevotella fusca,species,589436,gut,mga0ja86,centrifuge
89	89,Bifidobacterium kashiwanohense,species,630129,gut,mga0ja86,centrifuge
90	90,Anaerostipes hadrus,species,649756,gut,mga0ja86,centrifuge
91	91,Prevotella sp. oral taxon 299,species,652716,gut,mga0ja86,centrifuge
92	92,Tannerella sp. oral taxon HOT-286,species,712710,gut,mga0ja86,centrifuge
93	93,Lachnospiraceae bacterium oral taxon 500,species,712991,gut,mga0ja86,centrifuge
94	94,Clostridium sp. SY8519,species,1042156,gut,mga0ja86,centrifuge
95	95,Elizabethkingia anophelis,species,1117645,gut,mga0ja86,centrifuge
96	96,Ruminococcus bicirculans,species,1160721,gut,mga0ja86,centrifuge
97	97,Prevotella jejuni,species,1177574,gut,mga0ja86,centrifuge
98	98,Intestinimonas butyriciproducens,species,1297617,gut,mga0ja86,centrifuge
99	99,Chryseobacterium gallinarum,species,1324352,gut,mga0ja86,centrifuge
100	100,Gordonibacter urolithinfaciens,species,1335613,gut,mga0ja86,centrifuge
101	101,Escherichia marmotae,species,1499973,gut,mga0ja86,centrifuge
102	102,Fermentimonas caenicola,species,1562970,gut,mga0ja86,centrifuge
103	103,Ruminococcaceae bacterium CPB6,species,1572656,gut,mga0ja86,centrifuge
104	104,Petrimonas mucosa,species,1642646,gut,mga0ja86,centrifuge
105	105,Proteiniphilum saccharofermentans,species,1642647,gut,mga0ja86,centrifuge
106	106,Bacteroides caecimuris,species,1796613,gut,mga0ja86,centrifuge
107	107,Blautia sp. YL58,species,1796616,gut,mga0ja86,centrifuge
108	108,Olsenella sp. Marseille-P2300,species,1805478,gut,mga0ja86,centrifuge
109	109,Christensenella massiliensis,species,1805714,gut,mga0ja86,centrifuge
110	110,Shigella sp. PAMC 28760,species,1813821,gut,mga0ja86,centrifuge
111	111,Lachnoclostridium sp. YL32,species,1834196,gut,mga0ja86,centrifuge
112	112,Ruminiclostridium sp. KB18,species,1834198,gut,mga0ja86,centrifuge
113	113,Parabacteroides sp. YL27,species,1834200,gut,mga0ja86,centrifuge
114	114,Erysipelotrichaceae bacterium I46,species,1834207,gut,mga0ja86,centrifuge
115	115,Lachnoclostridium phocaeense,species,1871021,gut,mga0ja86,centrifuge
116	116,Parabacteroides sp. CT06,species,2025876,gut,mga0ja86,centrifuge
117	117,Mordavella sp. Marseille-P3756,species,2086584,gut,mga0ja86,centrifuge
0	0,Campylobacter coli,species,195,gut,mga0g987,centrifuge
1	1,Pseudomonas fluorescens,species,294,gut,mga0g987,centrifuge
2	2,Pseudomonas putida,species,303,gut,mga0g987,centrifuge
3	3,Escherichia coli,species,562,gut,mga0g987,centrifuge
4	4,Haemophilus parainfluenzae,species,729,gut,mga0g987,centrifuge
5	5,Bacteroides fragilis,species,817,gut,mga0g987,centrifuge
6	6,Bacteroides thetaiotaomicron,species,818,gut,mga0g987,centrifuge
7	7,Bacteroides vulgatus,species,821,gut,mga0g987,centrifuge
8	8,Parabacteroides distasonis,species,823,gut,mga0g987,centrifuge
9	9,Porphyromonas gingivalis,species,837,gut,mga0g987,centrifuge
10	10,Prevotella ruminicola,species,839,gut,mga0g987,centrifuge
11	11,Faecalibacterium prausnitzii,species,853,gut,mga0g987,centrifuge
12	12,Acidaminococcus fermentans,species,905,gut,mga0g987,centrifuge
13	13,Megasphaera elsdenii,species,907,gut,mga0g987,centrifuge
14	14,Selenomonas ruminantium,species,971,gut,mga0g987,centrifuge
15	15,Ruminococcus albus,species,1264,gut,mga0g987,centrifuge
16	16,Streptococcus salivarius,species,1304,gut,mga0g987,centrifuge
17	17,Streptococcus suis,species,1307,gut,mga0g987,centrifuge
18	18,Streptococcus agalactiae,species,1311,gut,mga0g987,centrifuge
19	19,Blautia hansenii,species,1322,gut,mga0g987,centrifuge
20	20,Streptococcus anginosus,species,1328,gut,mga0g987,centrifuge
21	21,Enterococcus faecium,species,1352,gut,mga0g987,centrifuge
22	22,Bacillus cereus,species,1396,gut,mga0g987,centrifuge
23	23,Bacillus thuringiensis,species,1428,gut,mga0g987,centrifuge
24	24,Clostridium botulinum,species,1491,gut,mga0g987,centrifuge
25	25,Clostridioides difficile,species,1496,gut,mga0g987,centrifuge
26	26,Bifidobacterium adolescentis,species,1680,gut,mga0g987,centrifuge
27	27,Bifidobacterium bifidum,species,1681,gut,mga0g987,centrifuge
28	28,Bifidobacterium breve,species,1685,gut,mga0g987,centrifuge
29	29,Bifidobacterium catenulatum,species,1686,gut,mga0g987,centrifuge
30	30,Eubacterium limosum,species,1736,gut,mga0g987,centrifuge
31	31,Bifidobacterium pseudocatenulatum,species,28026,gut,mga0g987,centrifuge
32	32,Tannerella forsythia,species,28112,gut,mga0g987,centrifuge
33	33,Bacteroides heparinolyticus,species,28113,gut,mga0g987,centrifuge
34	34,Bacteroides ovatus,species,28116,gut,mga0g987,centrifuge
35	35,Odoribacter splanchnicus,species,28118,gut,mga0g987,centrifuge
36	36,Bacteroides zoogleoformans,species,28119,gut,mga0g987,centrifuge
37	37,Prevotella denticola,species,28129,gut,mga0g987,centrifuge
38	38,Prevotella intermedia,species,28131,gut,mga0g987,centrifuge
39	39,Prevotella melaninogenica,species,28132,gut,mga0g987,centrifuge
40	40,[Eubacterium] eligens,species,39485,gut,mga0g987,centrifuge
41	41,[Eubacterium] hallii,species,39488,gut,mga0g987,centrifuge
42	42,[Eubacterium] rectale,species,39491,gut,mga0g987,centrifuge
43	43,Stenotrophomonas maltophilia,species,40324,gut,mga0g987,centrifuge
44	44,Butyrivibrio proteoclasticus,species,43305,gut,mga0g987,centrifuge
45	45,Bacteroides caccae,species,47678,gut,mga0g987,centrifuge
46	46,Prevotella dentalis,species,52227,gut,mga0g987,centrifuge
47	47,Lachnoclostridium phytofermentans,species,66219,gut,mga0g987,centrifuge
48	48,Collinsella aerofaciens,species,74426,gut,mga0g987,centrifuge
49	49,Prevotella enoeca,species,76123,gut,mga0g987,centrifuge
50	50,[Clostridium] saccharolyticum,species,84030,gut,mga0g987,centrifuge
51	51,Eggerthella lenta,species,84112,gut,mga0g987,centrifuge
52	52,Butyrivibrio hungatei,species,185008,gut,mga0g987,centrifuge
53	53,Acidaminococcus intestini,species,187327,gut,mga0g987,centrifuge
54	54,Streptococcus pasteurianus,species,197614,gut,mga0g987,centrifuge
55	55,[Clostridium] bolteae,species,208479,gut,mga0g987,centrifuge
56	56,Alistipes finegoldii,species,214856,gut,mga0g987,centrifuge
57	57,Bifidobacterium longum,species,216816,gut,mga0g987,centrifuge
58	58,Bacteroides cellulosilyticus,species,246787,gut,mga0g987,centrifuge
59	59,Ethanoligenens harbinense,species,253239,gut,mga0g987,centrifuge
60	60,Bacteroides helcogenes,species,290053,gut,mga0g987,centrifuge
61	61,Flavonifractor plautii,species,292800,gut,mga0g987,centrifuge
62	62,Roseburia hominis,species,301301,gut,mga0g987,centrifuge
63	63,Oscillibacter valericigenes,species,351091,gut,mga0g987,centrifuge
64	64,Bacteroides dorei,species,357276,gut,mga0g987,centrifuge
65	65,Bacteroides salanitronis,species,376805,gut,mga0g987,centrifuge
66	66,Barnesiella viscericola,species,397865,gut,mga0g987,centrifuge
67	67,Adlercreutzia equolifaciens,species,446660,gut,mga0g987,centrifuge
68	68,Prevotella fusca,species,589436,gut,mga0g987,centrifuge
69	69,Bifidobacterium kashiwanohense,species,630129,gut,mga0g987,centrifuge
70	70,Anaerostipes hadrus,species,649756,gut,mga0g987,centrifuge
71	71,Prevotella sp. oral taxon 299,species,652716,gut,mga0g987,centrifuge
72	72,Tannerella sp. oral taxon HOT-286,species,712710,gut,mga0g987,centrifuge
73	73,Lachnospiraceae bacterium oral taxon 500,species,712991,gut,mga0g987,centrifuge
74	74,Clostridium sp. SY8519,species,1042156,gut,mga0g987,centrifuge
75	75,Ruminococcus bicirculans,species,1160721,gut,mga0g987,centrifuge
76	76,Prevotella jejuni,species,1177574,gut,mga0g987,centrifuge
77	77,Intestinimonas butyriciproducens,species,1297617,gut,mga0g987,centrifuge
78	78,Ruminococcaceae bacterium CPB6,species,1572656,gut,mga0g987,centrifuge
79	79,Petrimonas mucosa,species,1642646,gut,mga0g987,centrifuge
80	80,Bacteroides caecimuris,species,1796613,gut,mga0g987,centrifuge
81	81,Blautia sp. YL58,species,1796616,gut,mga0g987,centrifuge
82	82,Christensenella massiliensis,species,1805714,gut,mga0g987,centrifuge
83	83,Lachnoclostridium sp. YL32,species,1834196,gut,mga0g987,centrifuge
84	84,Ruminiclostridium sp. KB18,species,1834198,gut,mga0g987,centrifuge
85	85,Parabacteroides sp. YL27,species,1834200,gut,mga0g987,centrifuge
86	86,Erysipelotrichaceae bacterium I46,species,1834207,gut,mga0g987,centrifuge
87	87,Lachnoclostridium phocaeense,species,1871021,gut,mga0g987,centrifuge
88	88,Parabacteroides sp. CT06,species,2025876,gut,mga0g987,centrifuge
89	89,Mordavella sp. Marseille-P3756,species,2086584,gut,mga0g987,centrifuge
0	0,Burkholderiales,order,80840,gut,mga0qd82,centrifuge
1	1,Clostridiales,order,186802,gut,mga0qd82,centrifuge
2	2,Lactobacillales,order,186826,gut,mga0qd82,centrifuge
0	0,Streptococcaceae,family,1300,gut,mga0j310,centrifuge
1	1,Actinomycetaceae,family,2049,gut,mga0j310,centrifuge
2	2,Bifidobacteriaceae,family,31953,gut,mga0j310,centrifuge
3	3,Campylobacteraceae,family,72294,gut,mga0j310,centrifuge
4	4,Peptoniphilaceae,family,1570339,gut,mga0j310,centrifuge
5	5,Eggerthellaceae,family,1643826,gut,mga0j310,centrifuge
0	0,Bacteroides,genus,816,gut,mga0wr54,centrifuge
0	0,Treponema succinifaciens,species,167,gut,mga0h988,centrifuge
1	1,Campylobacter coli,species,195,gut,mga0h988,centrifuge
2	2,Campylobacter jejuni,species,197,gut,mga0h988,centrifuge
3	3,Pseudomonas fluorescens,species,294,gut,mga0h988,centrifuge
4	4,Pseudomonas putida,species,303,gut,mga0h988,centrifuge
5	5,Ralstonia solanacearum,species,305,gut,mga0h988,centrifuge
6	6,Pseudomonas stutzeri,species,316,gut,mga0h988,centrifuge
7	7,Rhizobium leguminosarum,species,384,gut,mga0h988,centrifuge
8	8,Citrobacter freundii,species,546,gut,mga0h988,centrifuge
9	9,Enterobacter cloacae,species,550,gut,mga0h988,centrifuge
10	10,Escherichia coli,species,562,gut,mga0h988,centrifuge
11	11,Escherichia fergusonii,species,564,gut,mga0h988,centrifuge
12	12,Klebsiella pneumoniae,species,573,gut,mga0h988,centrifuge
13	13,Serratia marcescens,species,615,gut,mga0h988,centrifuge
14	14,Shigella dysenteriae,species,622,gut,mga0h988,centrifuge
15	15,Shigella flexneri,species,623,gut,mga0h988,centrifuge
16	16,Aeromonas hydrophila,species,644,gut,mga0h988,centrifuge
17	17,Haemophilus influenzae,species,727,gut,mga0h988,centrifuge
18	18,Haemophilus parainfluenzae,species,729,gut,mga0h988,centrifuge
19	19,Bacteroides fragilis,species,817,gut,mga0h988,centrifuge
20	20,Bacteroides thetaiotaomicron,species,818,gut,mga0h988,centrifuge
21	21,Bacteroides vulgatus,species,821,gut,mga0h988,centrifuge
22	22,Parabacteroides distasonis,species,823,gut,mga0h988,centrifuge
23	23,Fusobacterium nucleatum,species,851,gut,mga0h988,centrifuge
24	24,Faecalibacterium prausnitzii,species,853,gut,mga0h988,centrifuge
25	25,Fusobacterium varium,species,856,gut,mga0h988,centrifuge
26	26,Fusobacterium periodonticum,species,860,gut,mga0h988,centrifuge
27	27,Desulfovibrio vulgaris,species,881,gut,mga0h988,centrifuge
28	28,Acidaminococcus fermentans,species,905,gut,mga0h988,centrifuge
29	29,Megasphaera elsdenii,species,907,gut,mga0h988,centrifuge
30	30,Selenomonas ruminantium,species,971,gut,mga0h988,centrifuge
31	31,Rhodopseudomonas palustris,species,1076,gut,mga0h988,centrifuge
32	32,Prochlorococcus marinus,species,1219,gut,mga0h988,centrifuge
33	33,Finegoldia magna,species,1260,gut,mga0h988,centrifuge
34	34,Ruminococcus albus,species,1264,gut,mga0h988,centrifuge
35	35,Staphylococcus aureus,species,1280,gut,mga0h988,centrifuge
36	36,Streptococcus gordonii,species,1302,gut,mga0h988,centrifuge
37	37,Streptococcus oralis,species,1303,gut,mga0h988,centrifuge
38	38,Streptococcus salivarius,species,1304,gut,mga0h988,centrifuge
39	39,Streptococcus sanguinis,species,1305,gut,mga0h988,centrifuge
40	40,Streptococcus suis,species,1307,gut,mga0h988,centrifuge
41	41,Streptococcus thermophilus,species,1308,gut,mga0h988,centrifuge
42	42,Streptococcus agalactiae,species,1311,gut,mga0h988,centrifuge
43	43,Streptococcus pneumoniae,species,1313,gut,mga0h988,centrifuge
44	44,Streptococcus parasanguinis,species,1318,gut,mga0h988,centrifuge
45	45,Blautia hansenii,species,1322,gut,mga0h988,centrifuge
46	46,Streptococcus anginosus,species,1328,gut,mga0h988,centrifuge
47	47,Streptococcus equinus,species,1335,gut,mga0h988,centrifuge
48	48,Streptococcus intermedius,species,1338,gut,mga0h988,centrifuge
49	49,Enterococcus faecalis,species,1351,gut,mga0h988,centrifuge
50	50,Enterococcus faecium,species,1352,gut,mga0h988,centrifuge
51	51,Lactococcus lactis,species,1358,gut,mga0h988,centrifuge
52	52,Bacillus cereus,species,1396,gut,mga0h988,centrifuge
53	53,Bacillus mycoides,species,1405,gut,mga0h988,centrifuge
54	54,Paenibacillus polymyxa,species,1406,gut,mga0h988,centrifuge
55	55,Bacillus pumilus,species,1408,gut,mga0h988,centrifuge
56	56,Lysinibacillus sphaericus,species,1421,gut,mga0h988,centrifuge
57	57,Bacillus subtilis,species,1423,gut,mga0h988,centrifuge
58	58,Bacillus thuringiensis,species,1428,gut,mga0h988,centrifuge
59	59,Clostridium acetobutylicum,species,1488,gut,mga0h988,centrifuge
60	60,Clostridium botulinum,species,1491,gut,mga0h988,centrifuge
61	61,Clostridium butyricum,species,1492,gut,mga0h988,centrifuge
62	62,Clostridium cellulovorans,species,1493,gut,mga0h988,centrifuge
63	63,Clostridium cochlearium,species,1494,gut,mga0h988,centrifuge
64	64,Clostridioides difficile,species,1496,gut,mga0h988,centrifuge
65	65,Clostridium pasteurianum,species,1501,gut,mga0h988,centrifuge
66	66,Clostridium perfringens,species,1502,gut,mga0h988,centrifuge
67	67,Paeniclostridium sordellii,species,1505,gut,mga0h988,centrifuge
68	68,Clostridium tetani,species,1513,gut,mga0h988,centrifuge
69	69,Clostridium beijerinckii,species,1520,gut,mga0h988,centrifuge
70	70,[Clostridium] cellulolyticum,species,1521,gut,mga0h988,centrifuge
71	71,Clostridium kluyveri,species,1534,gut,mga0h988,centrifuge
72	72,Clostridium scatologenes,species,1548,gut,mga0h988,centrifuge
73	73,Clostridium baratii,species,1561,gut,mga0h988,centrifuge
74	74,Lactobacillus salivarius,species,1624,gut,mga0h988,centrifuge
75	75,Listeria monocytogenes,species,1639,gut,mga0h988,centrifuge
76	76,Erysipelothrix rhusiopathiae,species,1648,gut,mga0h988,centrifuge
77	77,Bifidobacterium adolescentis,species,1680,gut,mga0h988,centrifuge
78	78,Bifidobacterium bifidum,species,1681,gut,mga0h988,centrifuge
79	79,Bifidobacterium angulatum,species,1683,gut,mga0h988,centrifuge
80	80,Bifidobacterium breve,species,1685,gut,mga0h988,centrifuge
81	81,Bifidobacterium catenulatum,species,1686,gut,mga0h988,centrifuge
82	82,Eubacterium limosum,species,1736,gut,mga0h988,centrifuge
83	83,Mycoplasma mycoides,species,2102,gut,mga0h988,centrifuge
84	84,Gardnerella vaginalis,species,2702,gut,mga0h988,centrifuge
85	85,Bifidobacterium pseudocatenulatum,species,28026,gut,mga0h988,centrifuge
86	86,Streptococcus mitis,species,28037,gut,mga0h988,centrifuge
87	87,Tannerella forsythia,species,28112,gut,mga0h988,centrifuge
88	88,Bacteroides heparinolyticus,species,28113,gut,mga0h988,centrifuge
89	89,Bacteroides ovatus,species,28116,gut,mga0h988,centrifuge
90	90,Odoribacter splanchnicus,species,28118,gut,mga0h988,centrifuge
91	91,Bacteroides zoogleoformans,species,28119,gut,mga0h988,centrifuge
92	92,Prevotella intermedia,species,28131,gut,mga0h988,centrifuge
93	93,Ornithobacterium rhinotracheale,species,28251,gut,mga0h988,centrifuge
94	94,Anaerotignum propionicum,species,28446,gut,mga0h988,centrifuge
95	95,Salmonella enterica,species,28901,gut,mga0h988,centrifuge
96	96,Clostridium argentinense,species,29341,gut,mga0h988,centrifuge
97	97,Cellulosilyticum lentocellum,species,29360,gut,mga0h988,centrifuge
98	98,Veillonella parvula,species,29466,gut,mga0h988,centrifuge
99	99,Acholeplasma oculi,species,35623,gut,mga0h988,centrifuge
100	100,Clostridium saccharoperbutylacetonicum,species,36745,gut,mga0h988,centrifuge
101	101,[Eubacterium] eligens,species,39485,gut,mga0h988,centrifuge
102	102,[Eubacterium] hallii,species,39488,gut,mga0h988,centrifuge
103	103,[Eubacterium] rectale,species,39491,gut,mga0h988,centrifuge
104	104,Stenotrophomonas maltophilia,species,40324,gut,mga0h988,centrifuge
105	105,Halobacteroides halobius,species,42422,gut,mga0h988,centrifuge
