name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Echinicola vietnamensis	390884	species	5608040	531	418	0.0
Ehrlichia sp. HF	391036	species	1148904	432	268	0.0
Geoalkalibacter	392332	genus	0	5	0	0.0
Lactobacillus crustorum	392416	species	2316479	211	135	0.0
Terriglobus	392733	genus	0	1	0	0.0
Terriglobus roseus	392734	species	5227858	206	173	0.0
Desulfurispirillum	393029	genus	0	1	0	0.0
Pseudoalteromonas arctica	394751	species	4721971	492	265	4.70339e-31
Clostridium taeniosporum	394958	species	3503506	671	416	0.0
Coraliomargarita akajimensis	395922	species	3750771	474	427	0.0
Cyanothece sp. PCC 7425	395961	species	5786110	306	205	0.0
Cyanothece sp. PCC 8802	395962	species	4803347	667	161	0.0
Thioalkalivibrio sp. K90mix	396595	species	2985056	188	135	0.0
Sphingomonas sanxanigenens	397260	species	6580298	729	515	0.0
Barnesiella viscericola	397865	species	3076856	128	104	0.0
Zunongwangia profunda	398743	species	5128187	2131	1554	1.5648e-16
Sphaerochaeta	399320	genus	0	1	0	0.0
Tessaracoccus flavescens	399497	species	3650768	393	313	0.0
Thermoanaerobacter sp. X514	399726	species	2457259	217	15	0.0
Enterobacter sp. 638	399742	species	4676461	195	73	0.0
Streptococcus merionis	400065	species	2384128	125	104	0.0
Pontibacter korlensis	400092	species	5462537	330	234	0.0
Lysinibacillus	400634	genus	0	13	0	0.0
Marinomonas sp. MWYL1	400668	species	5100344	898	559	2.13916e-16
Corynebacterium ureicelerivorans	401472	species	2328278	160	125	0.0
Candidatus Riesia	401618	genus	0	1	0	0.0
Candidatus Riesia pediculicola	401619	species	582127	240	192	0.0
Halobacillus mangrovi	402384	species	4142697	155	121	0.0
Virgibacillus sp. SK37	403957	species	3841730	354	221	0.0
Shewanella piezotolerans	404011	species	5396476	372	248	0.0
Salinicola	404432	genus	0	6	0	0.0
Anaeromyxobacter sp. Fw109-5	404589	species	5277990	916	682	0.0
Alicyclobacillus acidocaldarius	405212	species	3164867	257	225	0.0
Natrinema sp. J7-2	406552	species	3793615	214	146	0.0
Sphingobium sp. MI1205	407020	species	4619375	221	133	0.0
Salinicoccus halodurans	407035	species	2778379	119	97	0.0
Streptomyces xiamenensis	408015	species	5961401	667	508	0.0
Treponema pedis	409322	species	2889325	161	137	0.0
Calyptogena okutanii thioautotrophic gill symbiont	410330	species	1022154	641	351	0.0
Gramella forsetii	411153	species	3798465	1263	841	0.0
Candidatus Midichloria	411566	genus	0	4	0	0.0
Bacillus aryabhattai	412384	species	5254250	380	53	0.0
Thermosulfidibacter takaii	412593	species	1816670	70	62	0.0
Microterricola viridarii	412690	species	3689726	341	259	0.0
Paraburkholderia rhizoxinica	412963	species	3750138	352	228	0.0
Cronobacter	413496	genus	0	21	1	0.0
Cronobacter dublinensis	413497	species	4628405	252	163	0.0
Cronobacter muytjensii	413501	species	4364114	235	105	0.0
Cronobacter turicensis	413502	species	4599092	173	87	0.0
Cronobacter malonaticus	413503	species	4516853	184	63	0.0
Halalkalicoccus jeotgali	413810	species	3698650	179	134	0.0
[Polyangium] brachysporum	413882	species	6476147	1532	1149	0.0
Caldicellulosiruptor hydrothermalis	413888	species	2770676	190	71	0.0
Caldicellulosiruptor kronotskyensis	413889	species	2843785	372	206	0.0
Aureimonas	414371	genus	0	5	0	0.0
Catenulisporales	414714	order	0	28	0	0.0
Paenibacillus donghaensis	414771	species	8542333	1704	1461	0.0
Planococcus donghaensis	414778	species	3319331	201	126	0.0
Catenulisporaceae	414877	family	0	29	0	0.0
Catenulispora	414878	genus	0	14	0	0.0
Actinopolyspora erythraea	414996	species	5243930	352	267	0.0
Opitutae	414999	class	0	7	0	0.0
Opitutales	415000	order	0	6	0	0.0
Pseudoxanthomonas spadix	415229	species	3452554	495	292	0.0
Natronomonas moolapensis	416273	species	2912573	211	146	0.0
Burkholderia sp. KJ006	416344	species	6629912	630	112	0.000615086
Aggregatibacter	416916	genus	0	5	0	0.0
Enterococcus thailandicus	417368	species	2646250	212	162	0.0
Methanosarcina horonobensis	418008	species	5018607	171	156	0.0
Methylobacterium phyllosphaerae	418223	species	6316624	630	118	0.0
Azoarcus olearius	418699	species	4451751	397	78	0.0
Ochrobactrum pseudogrignonense	419475	species	4992805	399	194	0.0
Methanolobus psychrophilus	420950	species	3072769	89	79	0.0
Mucilaginibacter	423349	genus	0	21	0	0.0
Elusimicrobium minutum	423605	species	1643562	113	102	0.0
Rhizobium sp. IRBG74	424182	species	5464982	378	38	0.0
Methylobacterium sp. 4-46	426117	species	7737025	1022	777	0.0
Desulfurivibrio alkaliphilus	427923	species	3097763	307	196	0.0
Pedobacter steynii	430522	species	6581659	486	358	0.0
Halorhabdus tiamatea	430914	species	3146160	189	128	0.0
Deinococcus peraridilitoris	432329	species	4513714	271	214	0.0
Tumebacillus	432330	genus	0	3	0	0.0
Lysobacter capsici	435897	species	12662306	3084	1805	0.0
Sulfurihydrogenibium sp. YO3AOP1	436114	species	1838442	546	485	0.0
Thalassococcus	436357	genus	0	1	0	0.0
Variovorax boronicumulans	436515	species	7137898	869	586	0.0
Granulosicoccus	437504	genus	0	29	0	0.0
Granulosicoccus antarcticus	437505	species	7783862	1079	523	0.0
Rhodobaca barguzinensis	441209	species	3899419	874	638	0.0
Xanthomonas perforans	442694	species	5122383	516	206	0.0
Geobacter sp. M18	443143	species	5277406	486	385	0.0
Geobacter sp. M21	443144	species	4745806	297	207	0.0
Streptomyces sp. CNQ-509	444103	species	8039333	1051	705	0.0
Brucella microti	444163	species	3337369	30	9	0.0
Chelatococcus daeguensis	444444	species	4095174	484	252	0.0
Pseudonocardia sp. AL041005-10	445576	species	6143341	894	565	0.0
Pandoraea thiooxydans	445709	species	8928371	544	437	0.0
Dyella thiooxydans	445710	species	4227172	390	275	0.0
Adlercreutzia equolifaciens	446660	species	2862526	193	160	0.0
Niabella soli	446683	species	4697343	288	239	0.0
Acetobacter senegalensis	446692	species	3969909	305	169	0.0
Kocuria flava	446860	species	3638342	457	353	0.0
Adlercreutzia	447020	genus	0	2	0	0.0
Anaeromyxobacter sp. K	447217	species	5061632	787	210	0.0
Frondihabitans	447237	genus	0	2	0	0.0
Simiduia agarivorans	447471	species	4300227	552	335	0.000218057
Endomicrobia	447830	class	0	1	0	0.0
Granulosicoccaceae	449719	family	0	2	0	0.0
Chelativorans	449972	genus	0	7	0	0.0
Croceicoccus marinus	450378	species	4109188	363	250	0.0
Nocardioides dokdonensis	450734	species	4376707	871	626	0.0
Desulfarculales	453227	order	0	1	0	0.0
Desulfarculus	453229	genus	0	1	0	0.0
Desulfarculus baarsii	453230	species	3655731	368	304	0.0
Agromyces aureus	453304	species	4373124	612	474	0.0
Bdellovibrio exovorus	453816	species	2657893	192	150	0.0
Nocardia terpenica	455432	species	8918539	741	575	0.0
Thermus parvatiensis	456163	species	2016098	282	87	0.0
Xanthomonas euvesicatoria	456327	species	8169309	795	396	0.0
Candidatus Cloacimonas acidaminovorans	456827	species	2246820	230	203	0.0
Chloracidobacterium	458032	genus	0	2	0	0.0
Chloracidobacterium thermophilum	458033	species	3695372	201	153	0.0
Alkaliphilus oremlandii	461876	species	3123558	254	220	0.0
Bordetella flabilis	463014	species	5954318	406	322	0.0
Bordetella genomosp. 6	463024	species	5163295	539	142	0.0
Bordetella bronchialis	463025	species	11845675	457	346	0.0
Bordetella genomosp. 13	463040	species	5380929	593	412	0.0
Streptomyces sp. Mg1	465541	species	8716193	1525	872	0.0
Steroidobacter denitrificans	465721	species	3467246	373	292	0.0
Singulisphaera	466152	genus	0	98	0	0.0
Singulisphaera acidiphila	466153	species	9755686	556	333	0.0
Ilumatobacter coccineus	467094	species	4830181	639	491	0.0
Steroidobacter	469322	genus	0	8	0	0.0
Pantoea vagans	470934	species	7020378	1059	396	0.0
Geobacillus sp. WCH70	471223	species	3508804	311	250	0.0
Candidatus Desulforudis	471826	genus	0	2	0	0.0
Candidatus Desulforudis audaxviator	471827	species	2349476	174	139	0.0
Nitratireductor basaltis	472175	species	3357577	252	197	0.0
Devriesea agamarum	472569	species	2958880	521	239	0.0
Nitrosococcus watsonii	473531	species	3373286	1099	834	0.0
Methanosphaerula palustris	475088	species	2922917	91	82	0.0
Francisella sp. MA067296	475375	species	1827930	492	263	0.0
Halomonas beimenensis	475662	species	4053030	622	423	0.0
Altererythrobacter ishigakiensis	476157	species	2673978	123	87	0.0
Modestobacter marinus	477641	species	5575517	732	540	0.0
Filimonas lacunae	477680	species	7814405	379	292	0.0
Thermogladius	477695	genus	0	4	0	0.0
Calditerrivibrio nitroreducens	477976	species	2216552	387	263	0.0
Labrenzia	478070	genus	0	19	0	0.0
Chloroflexus sp. Y-400-fl	480224	species	5268950	215	1	0.0
Myroides profundi	480520	species	4064534	912	297	7.75478e-05
Paenibacillus sp. Y412MC10	481743	species	7121665	195	167	0.0
Mycobacterium dioxanotrophicus	482462	species	8080416	626	426	0.0
Oscillatoria nigro-viridis	482564	species	8272254	1462	1065	0.0
Burkholderia lata	482957	species	17031116	4602	2871	0.0
Geoalkalibacter subterraneus	483547	species	3717645	245	178	0.0
Paenibacillus riograndensis	483937	species	7919576	343	214	0.0
Sphingobium sp. YBL2	484429	species	5427419	319	180	0.0
Pelosinus sp. UFO1	484770	species	5115410	603	541	0.0
Natranaerobiaceae	485255	family	0	1	0	0.0
Natranaerobiales	485256	order	0	4	0	0.0
Acinetobacter soli	487316	species	3636349	713	377	0.0
Serratia sp. SCBI	488142	species	5101896	778	423	0.0
Burkholderia latens	488446	species	6614478	1093	667	0.0
Burkholderia contaminans	488447	species	8509249	1095	423	5.87726e-05
Campylobacter peloridis	488546	species	1762793	346	173	0.0
Burkholderia metallica	488729	species	7424240	702	332	0.0
Burkholderia seminalis	488731	species	7648944	2951	2529	0.0
Burkholderia diffusa	488732	species	6857833	664	357	0.0
Marinobacter sp. BSs20148	490759	species	4063864	500	243	0.0
Bacillus velezensis	492670	species	16141041	510	189	0.0
Thermoanaerobacter pseudethanolicus	496866	species	2362816	265	0	0.0
Campylobacter subantarcticus	497724	species	1817765	427	201	0.0
Kosakonia oryzae	497725	species	5303342	291	139	0.0
Cyanothece sp. PCC 7822	497965	species	7841948	788	619	0.0
Candidatus Korarchaeum	498845	genus	0	1	0	0.0
Candidatus Korarchaeum cryptofilum	498846	species	1590757	52	50	0.0
Tepidanaerobacter acetatoxydans	499229	species	5521119	202	177	0.0
Dietzia timorensis	499555	species	3607892	259	225	0.0
Deinococcus gobiensis	502394	species	4406036	439	344	7.09402e-05
Eggerthella sp. YY7918	502558	species	3123671	96	71	0.0
Erythrobacter gangjinensis	502682	species	2724951	315	214	1.54744e-26
Kushneria	504090	genus	0	14	0	0.0
Halomonas chromatireducens	507626	species	3973651	271	210	0.0
Oceanimonas sp. GK1	511062	species	3527244	587	421	0.0
Candidatus Azobacteroides	511434	genus	0	2	0	0.0
Candidatus Azobacteroides pseudotrichonymphae	511435	species	1120914	680	445	0.0
Aliivibrio	511678	genus	0	20	0	0.0
Methylacidiphilum infernorum	511746	species	2287145	104	89	0.0
Rufibacter tibetensis	512763	species	5413467	484	402	0.0
Dictyoglomus turgidum	513050	species	1855560	296	222	0.0
Bartonella sp. 1-1C	515256	species	1600621	553	170	0.0
Muricauda lutaonensis	516051	species	3274259	325	267	0.0
Microterricola	518733	genus	0	3	0	0.0
Vagococcus teuberi	519472	species	2184285	189	132	0.0
Campylobacter avium	522485	species	1738633	273	203	0.0
Erysipelotrichales	526525	order	0	4	0	0.0
Paenibacillus xylanexedens	528191	species	7098239	248	200	0.0
Azospirillum thiophilum	528244	species	7609458	1175	770	0.0
Rhodoluna lacicola	529884	species	1430433	77	53	0.0
Prauserella marina	530584	species	6986413	546	429	0.0
Pelagibacterium halotolerans	531813	species	3948887	261	170	0.0
Flavobacteriaceae bacterium 3519-10	531844	species	2768102	313	207	0.0
Candidatus Rhodoluna planktonica	535712	species	1424506	114	88	0.0
Cronobacter universalis	535744	species	4436873	187	78	0.0
Mesorhizobium australicum	536018	species	6200534	594	279	0.0
Chryseobacterium taklimakanense	536441	species	2764880	424	251	0.0
Clostridiales Family XVII. Incertae Sedis	539000	family	0	2	0	0.0
Ruminococcaceae	541000	family	0	2	0	0.0
Thermoanaerobacterales Family III. Incertae Sedis	543371	family	0	7	0	0.0
Altererythrobacter marensis	543877	species	2885033	189	147	0.0
beta proteobacterium CB	543913	species	2045720	289	151	0.0
Tenericutes	544448	phylum	0	6	0	0.0
Geobacillus sp. Y412MC61	544556	species	3667901	87	8	0.0
Actinomyces oris	544580	species	3042917	236	180	0.0
Hydrogenobaculum sp. 3684	547143	species	1552775	163	0	0.0
Hydrogenobaculum sp. HO	547144	species	1552931	163	0	0.0
Hydrogenobaculum sp. SHO	547145	species	1552607	163	0	0.0
Hydrogenobaculum sp. SN	547146	species	1552931	163	0	0.0
Phycisphaera mikurensis	547188	species	3884382	1256	938	0.0
Francisella halioticida	549298	species	2197430	2661	2167	0.0
Geobacillus sp. Y412MC52	550542	species	3673940	73	0	0.0
Aromatoleum	551759	genus	0	10	0	0.0
Aromatoleum aromaticum	551760	species	4727255	558	415	0.0
Dehalogenimonas lykanthroporepellens	552810	species	1686510	58	39	0.0
Vibrio breoganii	553239	species	4492180	369	259	0.0
Streptomyces gilvosporeus	553510	species	8482298	1052	725	0.0
Acidovorax sp. NA3	553814	species	4122625	272	73	0.0
Candidatus Liberibacter solanacearum	556287	species	1258278	322	218	0.0
Neomicrococcus aestuarii	556325	species	2667837	308	207	0.0
Chryseobacterium piperi	558152	species	4501946	674	506	0.0
Aeromonas aquatica	558964	species	4783504	371	94	0.0
Bacillus safensis	561879	species	19341716	467	237	0.0
Bacillus sp. SJ-10	563169	species	4041647	62	6	0.0
Acidianus hospitalis	563177	species	2137654	90	83	0.0
Cyclobacteriaceae	563798	family	0	3	0	0.0
Chitinophagaceae	563835	family	0	16	0	0.0
Rhodothermaceae	563843	family	0	4	0	0.0
Spirosoma rigui	564064	species	5828404	162	130	0.0
Geoglobus acetivorans	565033	species	1860815	42	31	0.0
Sinobacteraceae	568386	family	0	1	0	0.0
Pseudogulbenkiania	568394	genus	0	2	0	0.0
Methanocellales	570264	order	0	1	0	0.0
Methanocella	570266	genus	0	6	0	0.0
Ochrobactrum pituitosum	571256	species	5467370	845	539	0.0
Psychrobacter sp. G	571800	species	3113999	349	104	0.0
Luteipulveratus mongoliensis	571913	species	5420910	354	274	0.0
Corynebacterium mustelae	571915	species	3474226	107	86	0.0
Blautia	572511	genus	0	1	0	0.0
Thermoanaerobacter sp. X513	573062	species	2456520	261	80	0.0
Francisella sp. TX077308	573569	species	2035931	406	230	0.0
Francisella sp. TX077310	573570	species	2237379	452	287	0.0
Candidatus Planktophila limnetica	573600	species	1328793	158	122	0.0
Pandoraea oxalativorans	573737	species	6500731	820	524	0.0
Photorhabdus temperata	574560	species	5147098	284	201	0.0
Corynebacterium maris	575200	species	2833547	271	213	0.0
Polynucleobacter necessarius	576610	species	1560469	263	158	0.0
Polynucleobacter asymbioticus	576611	species	4559523	432	301	0.0
Bacillus cytotoxicus	580165	species	4094159	282	195	0.0
Mariprofundales	580371	order	0	9	0	0.0
Mariprofundaceae	580372	family	0	1	0	0.0
Geobacillus sp. Y4.1MC1	581103	species	3911947	252	155	0.0
Thermococcus paralvinellae	582419	species	1957742	93	77	0.0
Thermoanaerobacter mathranii	583357	species	2306092	198	32	0.0
Tenacibaculum jejuense	584609	species	4614879	4037	2982	2.2085e-16
Synechococcus sp. KORDI-49	585423	species	2585813	207	151	0.0
Synechococcus sp. KORDI-52	585425	species	2572069	151	111	0.0
Thiohalobacter thiocyanaticus	585455	species	3233441	430	269	0.0
Klebsiella sp. 2N3	585494	species	5333433	226	9	0.0
Terribacillus aidingensis	586416	species	3577082	158	122	0.0
Pseudomonas chlororaphis	587753	species	18109265	2322	1497	0.0
Solirubrobacterales	588673	order	0	15	0	0.0
Haloterrigena daqingensis	588898	species	3835796	449	266	0.0
Brevundimonas naejangsanensis	588932	species	2971535	275	223	0.0
Prevotella fusca	589436	species	3261806	242	120	0.0
Alteromonas australica	589873	species	8766305	1117	506	0.000715445
Methylacidiphilum fumariolicum	591154	species	2476671	141	104	0.0
Ignavibacterium album	591197	species	3658997	565	452	0.0
Pantoea sp. At-9b	592316	species	6312783	457	285	0.0
Mesorhizobium opportunistum	593909	species	6884444	564	347	0.0
Allofrancisella guangzhouensis	594679	species	1661527	466	349	0.0
Arthrobacter sp. A3	595593	species	4458287	5787	4886	0.0
Sinomonas	596707	genus	0	1	0	0.0
Arenibacter algicola	616991	species	5857781	954	702	0.0
Kineosporiales	622452	order	0	9	0	0.0
Francisella hispaniensis	622488	species	1938636	442	93	0.0
Candidatus Planktophila	622681	genus	0	4	0	0.0
Blattabacterium sp. (Blattella germanica)	624186	species	640935	390	191	0.0
Sphingobium sp. SYK-6	627192	species	4348133	367	254	0.0
Bifidobacterium kashiwanohense	630129	species	2354106	142	67	0.0
Spongiibacter	630749	genus	0	8	0	0.0
Desulfovibrio sp. G11	631220	species	3414934	100	66	0.0
Bacillus beveridgei	632773	species	3582268	141	118	0.0
Vagococcus penaei	633807	species	2365304	219	169	0.0
Arsenophonus symbiont of Lipoptena fortisetosa	634113	species	836724	379	261	0.0
Lactobacillus koreensis	637971	species	3006812	102	81	0.0
Bifidobacterium actinocoloniiforme	638619	species	1830060	315	232	0.0
Hoyosella subflava	639313	species	4863490	260	187	0.0
Burkholderia sp. CCGE1001	640510	species	7253494	907	379	0.0
Burkholderia sp. CCGE1002	640511	species	7884858	659	416	0.0
Burkholderia sp. CCGE1003	640512	species	7043595	931	513	0.0
Elusimicrobiales	641854	order	0	1	0	0.0
Staphylococcus stepanovicii	643214	species	2439098	343	252	0.0
Paenalcaligenes hominis	643674	species	2688496	253	193	0.0
Methanocaldococcus sp. FS406-22	644281	species	1773136	212	152	0.0
Gordonibacter	644652	genus	0	6	0	0.0
Altererythrobacter namhicola	645517	species	2591679	256	152	8.40876e-26
Solibacillus	648800	genus	0	3	0	0.0
Micromonospora sp. L5	648999	species	6962533	865	356	0.0
Anaerostipes hadrus	649756	species	3172613	199	147	0.0
Synergistia	649775	class	0	1	0	0.0
Synergistales	649776	order	0	5	0	0.0
Synergistaceae	649777	family	0	1	0	0.0
Actinoplanes sp. N902-109	649831	species	9228054	953	682	0.0
Sulfuricella denitrificans	649841	species	3217213	264	167	0.0
Kosmotoga	651456	genus	0	1	0	0.0
Kosmotoga olearia	651457	species	2302126	154	147	0.0
Prevotella sp. oral taxon 299	652716	species	2480269	224	190	0.0
Methylocystis bryophila	655015	species	4707971	383	278	0.0
Candidatus Thioglobus	655184	genus	0	9	0	0.0
Neisseria sp. KEM232	655307	species	2371912	205	160	0.0
Frankia symbiont of Datisca glomerata	656024	species	5340989	1284	964	0.0
Pandoraea vervacti	656178	species	5736282	564	401	0.0
Pandoraea faecigallinarum	656179	species	5732664	493	335	0.0
Arthrobacter alpinus	656366	species	8380101	590	426	0.0
Halanaerobium hydrogeniformans	656519	species	2613117	401	284	0.0
Francisella noatunensis	657445	species	2490588	696	172	0.0
Candidatus Koribacter	658061	genus	0	2	0	0.0
Candidatus Koribacter versatilis	658062	species	5650368	198	173	0.0
Bacillus bombysepticus	658666	species	5873592	374	66	0.0
Bacillus siamensis	659243	species	4280711	61	5	0.0
Borreliella bavariensis	664662	species	986914	155	23	0.0
Bacillus oceanisediminis	665099	species	5848607	256	191	0.0
Limnohabitans	665874	genus	0	1	0	0.0
Pantoea calida	665913	species	4308453	652	372	0.0
Pantoea gaviniae	665914	species	4527605	338	220	0.0
Phycisphaerae	666505	class	0	14	0	0.0
Phycisphaerales	666506	order	0	6	0	0.0
Phycisphaeraceae	666507	family	0	1	0	0.0
Rhodanobacter denitrificans	666685	species	4225490	526	387	0.0
